source_file,row_no,raw_description,txn_type,txn_date,notified_over_30d,amount_min,amount_max,amount_bracket,owner,asset_type,source_note
ProPublica-Trump,58,HUNTINGTON BANCSHARES INC PE 6.2500% 12/31/49,purchase,2025-09-09,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,59,"CASTRO CNTY TX CTF OBLIG CTF OBLIG 2017 B/E B/Q CR ENH 3.00 % Due Feb 15, 2026",purchase,2025-12-09,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,60,HUNTINGTON BANCSHARES INC PE 6.2500%,sale,2025-09-09,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,61,"PENDER CNTY NC SCH SER A B/E 5.00 % Due Mar 1, 2026",purchase,2025-12-08,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,62,GENERAL MTRS FINLL CO INC DUE 03/01/2028 05.250% MS 01 DISCRETIONARY ORDER YIELD 3.935% TO PAR CALL YIELD 4.585% TO MATURITY CALLABLE 02/02/28 AT 100.000 TIME OF EXEC,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,option,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,63,"ROWLETT TX B/E 5.00 % Due Feb 15, 2026",purchase,2025-12-08,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,64,NEWELL RUBBERMAID INC SENIOR UNSECURED NOTES DUE 08/15/2029 08.625% MS 15 DISCRETIONARY ORDER YIELD 8.737% TO MATURITY YIELD 8.747% TO PAR CALL CALLABLE 08/15,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,option,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,65,"PHILADELPHIA PA RFDG 2025 C B/E 5.00 % Due Feb 1, 2026",purchase,2025-12-08,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,66,***UNITED RENTALS NORTH AMER INC SENIOR SECURED NOTES REG S DUE 12/15/2029 08.000% JD 15 DISCRETIONARY ORDER IF THIS CONFIRMATION IS IN CONNECTION WITH A SALE P,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,67,HUNTINGTON BANCSHARES INC PE 6.2500%,purchase,2025-09-09,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,68,ALLY FINL INC ALT TIER I PER 4.7000%,purchase,2025-07-16,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,69,NEW YORK CMNTY BANCOR INC SUBORDINATED NOTE DUE 11/06/2028 08.928% MN 08 DISCRETIONARY ORDER CALLABLE 02/18/28 AT 100.000 TIME OF EXECUTION 10:21:13 FINRA LINK P,purchase,2026-01-02,,100001,250000,"$100,001 - $250,000",self,option,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,70,"JOHNSTON CNTY NC RFDG B/E 4.00 % Due Feb 1, 2026",purchase,2025-12-08,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,71,BANK AMERICA CORP PERP GLBL 6.6250% 12/31/49,purchase,2025-07-14,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,72,"PUBLIC FIN AUTH WI POLLTN CTL DUKE ENERGY PROGRESS REV RFDG A1 B/E 3.30 % Due Oct 1, 2046",purchase,2025-12-05,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,73,WHIRLP00L CORP DEB SENIOR NOTES DUE 02/26/2029 04.750% FA 28 DISCRETIONARY ORDER YIELD 5.202% TO MATURITY YIELD 5.240% TO PAR CALL CALLABLE 11/26/28 AT 100.000,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,option,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,74,BANK OF AMERICA CORPORATION - BACpl,purchase,2025-07-01,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,75,"SCRANTON LACKAWANNA PA HLTH & WELFARE AUTH REV UNIV OF SCRANTON B/E 5.00 % Due Nov 1, 2026",purchase,2025-12-05,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,76,***NETFLIX INC REG S DUE 11/15/2029 05.375% JD 15 DISCRETIONARY ORDER IF THIS CONFIRMATION IS IN CONNECTION WITH A SALE PURSUANT TO REG.S,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,77,BANK OF AMERICA CORPORATION - BACpl,purchase,2025-06-30,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,78,"MISSOURI ST HSG DEV COMMN SFM REV SER A FNMA GNMA FHLMC B/E 2.75 % Due Nov 1, 2026",purchase,2025-12-05,,15001,50000,"$15,001 - $50,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,79,***SIRIUS XM RADIO INC SENIOR NOTES REG S DUE 07/01/2029 05.500% JJ 01 DISCRETIONARY ORDER IF THIS CONFIRMATION IS IN CONNECTION WITH A SALE PURSUANT TO REG.S,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,80,CITIZENS FINL GROUP INC PERP 4.0000%,purchase,2025-06-30,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,81,"HARRIS CNTY TX CULTURAL ED FACS FIN CORP REV HOSP RFDG SER C 3 B/E 5.00 % Due Jun 1, 2032",purchase,2025-12-05,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,82,***CARNVAL CORP REG S DUE 08/15/2029 07.000% FA 15 DISCRETIONARY ORDER IF THIS CONFIRMATION IS IN CONNECTION WITH A SALE PURSUANT TO REG.S,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,83,OLIN CORP DUE 08/01/2029 05.825% FA 01 DISCRETIONARY ORDER YIELD 5.258% TO PAR CALL YIELD 23.868% TO CALL YIELD 5.454% TO MATURITY CALLABLE 08/01/27 AT 100.000,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,option,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,84,GENERAL MTRS FINL CO INC PER 5.7500%,purchase,2025-06-30,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,85,"PUBLIC FIN AUTH WI HOSP REV RENOWN REGL MED CTR PJ 2025 A B/E 5.00 % Due Jun 1, 2026",purchase,2025-12-05,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,86,FIRST HORIZON BK MEMPHIS TENN DUE 05/01/2030 05.750% MN 01 DISCRETIONARY ORDER YIELD 4.758% TO PAR CALL YIELD 4.807% TO MATURITY CALLABLE 02/01/30 AT 100.000 TIME C,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,option,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,87,"BENTON IN SCH IMPT BLDG AD VAL PPTY 1ST MTG REV B/E B/Q ST INTRCPT 5.00 % Due Jul 15, 2026",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,88,MORGAN STANLEY DEP SHS REPST 6.6250% 12/31/49,purchase,2025-06-30,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,89,MORGAN STANLEY DEP SHS REPST 6.6250% 12/31/49,purchase,2025-06-30,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,90,"HOWARD WI CMNTY DEV B/E B/Q PTC 3.00 % Due Dec 1, 2026",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,91,THE BOEING COMPANY SENIOR UNSECURED NOTE DUE 05/01/2027 05.040% MN 01 DISCRETIONARY ORDER YIELD 4.088% TO PAR CALL YIELD 4.200% TO MATURITY CALLABLE 03/01/27 AT 100.000,purchase,2026-01-02,,250001,500000,"$250,001 - $500,000",self,option,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,92,BLOCK FINLL LLC SENIOR UNSECURED NOTE DUE 08/15/2030 03.875% FA 15 DISCRETIONARY ORDER YIELD 4.737% TO MATURITY YIELD 4.783% TO PAR CALL CALLABLE 05/15/30 AT 100.000,purchase,2026-01-02,,250001,500000,"$250,001 - $500,000",self,option,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,93,"HONOLULU HI CITY & CNTY MLTIFAM REV HSG B/E MAUNAKEA TWR APTS 5.00 % Due Jun 1, 2027",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,94,WELLS FARGO & CO PERP A BB N 3.9000% 12/31/49,purchase,2025-06-30,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,95,"CUDAHY WI STR IMPT SER B B/E B/Q 3.00 % Due Apr 1, 2026",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,96,OCCIDENTAL PETE SR DEBS-REG SENIOR NOTES DUE 09/01/2030 06.825% MS 01 DISCRETIONARY ORDER YIELD 4.609% TO PAR CALL YIELD 4.797% TO MATURITY CALLABLE 03/01/30 AT 100.000,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,option,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,97,DOMINION ENERGY INC PERP GLBL 4.3500% 12/31/49,purchase,2025-06-27,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,98,WELLS FARGO & CO PERP A BB N 3.9000% 12/31/49,purchase,2025-06-26,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,99,***VICTORIAS SECRET CO REG S DUE 07/15/2029 04.825% JJ 15 DISCRETIONARY ORDER IF THIS CONFIRMATION IS IN CONNECTION WITH A SALE PURSUANT TO REG. S.,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,100,"HARRIS CNTY TX MUD 391 RFDG BAM B/E B/Q PTC 3.00 % Due Sep 1, 2026",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,101,"OKLAHOMA CNTY OK ELEM SCH DIST 029 BLDG B/E 4.00 % Due May 1, 2026",purchase,2025-12-04,,15001,50000,"$15,001 - $50,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,102,***COREWEAVE INC REG S DUE 02/01/2031 09.000% FA 01 DISCRETIONARY ORDER IF THIS CONFIRMATION IS IN CONNECTION WITH A SALE PURSUANT TO REG. S.,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,103,WELLS FARGO & CO PERP NT 6.8500% 12/31/49,purchase,2025-06-26,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,104,"LAKE SHORE MI PUB SCH MACOMB CNTY BLDG & SITE SER I QSBLF PTC 3.00 % Due Nov 1, 2026",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,105,***COTY INC SENIOR SECURED NOTES REG S DUE 01/15/2029 04.750% JJ 15 DISCRETIONARY ORDER IF THIS CONFIRMATION IS IN CONNECTION WITH A SALE PURSUANT TO REG. S.,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,106,CAPITAL ONE FINL CORP PERP S 3.9500%,purchase,2025-06-25,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,107,"OAKMONT PUB UTIL DIST TX RFDG AGM B/E B/Q 3.00 % Due Mar 1, 2026",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,108,***MACYS RETAIL HOLDINGS LLC REG S DUE 03/15/2030 05.875% MS 15 DISCRETIONARY ORDER IF THIS CONFIRMATION IS IN CONNECTION WITH A SALE PURSUANT TO REG. S.,purchase,2026-01-02,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,109,METROPOLITAN COUNCIL MIN SR A BE/R/5 DUE 03/01/2028 FC 09/01/28 2.840% YIELD TO MATURITY UNSOLICITED,purchase,2026-01-21,,15001,50000,"$15,001 - $50,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,110,"JUNCTION CITY KS RFDG SER A AGM B/E PTC 3.00 % Due Sep 1, 2026",purchase,2025-12-04,,1000001,5000000,"$1,000,001 - $5,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,111,HUNTINGTON BANCHShares INC TI 5.6250% 12/31/49,purchase,2025-06-23,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,112,AT&T INC 5 DEP RP PFD A - T.PR.A.,purchase,2025-06-18,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,113,"LONE STAR CLLG SYS TX RFDG B/E 5.00% Due Feb 15, 2028",purchase,2026-01-21,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,114,"PENNSYLVANIA ECON DEV FING AUTH UPMC REV UNIV PITTSBURGH MED CTR A B/E 4.00 % Due Oct 15, 2026",purchase,2025-12-04,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,115,AIR LEASE CORP TIER I PERP G 4.6500% 12/31/49,purchase,2025-06-18,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,116,"PHILADELPHIA PA AUTH INDL DEV MLTI FAM REV HSG B/E OID 09/07.106.4.00% Due Dec 1, 2047",purchase,2026-01-21,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,117,"NEW HAVEN IN GEN OBLIG 2025 B/E B/Q 4.00 % Due Jul 15, 2026",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,118,AMERICAN EXPRESS CO ALT TIER 3.5500%,purchase,2025-06-18,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,119,"FORT LUPTON CO CTF PARTN REV B/E 5.00% Due Dec 1, 2028",purchase,2026-01-21,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,120,"CHESTERFIELD CNTY VA PUB IMPT SER A B/E 3.00 % Due Jan 1, 2027",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,121,BK OF AMERICA CORP PERP TT N 6.1250% 12/31/49,purchase,2025-06-18,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,122,"LEHIGH CNTY PA GENL PURP AUTH REV RFDG CLLG CARBON CMTNY PJ BAM B/E 5.00% Due Nov 1, 2028",purchase,2026-01-21,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,123,"DANBURY CT BD ANTIC NT B/E 4.00 % Due Feb 23, 2026",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,124,BANK AMERICA CORP PERP GLBL 6.6250% 12/31/49,purchase,2025-06-18,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,125,"ARIZONA ST INDL DEV AUTH MLTI FAM HSG REV RANCHES AT GUNSMOKE APT B/E PTC 5.00% Due Mar 1, 2058",purchase,2026-01-16,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,126,"NORTH DAVIESS IN REV SCH BLDG CORP AD VALORM PPTY 1ST B/E B/Q CR ENH 5.00 % Due Jul 15, 2026",purchase,2025-12-04,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,127,"HARRIS CNTY TX MUD 4332019A BAM B/E CR ENH 4.00% Due Sep 1, 2028",purchase,2026-01-16,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,128,"PEFA INC IA GAS PJ REV B/E 5.00 % Due Sep 1, 2049",purchase,2025-12-03,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,129,BANK NEW YORK MELLON CORP PE 3.7500%,purchase,2025-06-18,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,130,"MAIN STREET NAT GAS INC GA GAS SPLY REV C B/E 4.00 % Due Mar 1, 2050",purchase,2025-12-03,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,131,"MUSKOGEE CNTY OK PUB SAFETY AUTH CAP IMPT REV 2025 B/E 4.00% Due Dec 1, 2028",purchase,2026-01-16,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,132,CITIZENS FINL GROUP INC PERP 4.0000%,purchase,2025-06-18,,250001,500000,"$250,001 - $500,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,133,"MIAMI DADE CNTY FL RFDG BLDG BETTER CMNTYS PG SER A B/E 5.00 % Due Jul 1, 2026",purchase,2025-12-03,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,134,"MADISONVILLE KY AGI B/E B/Q 5.00% Due Sep 1, 2028",purchase,2026-01-16,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,135,CITIZENS FINL GROUP INC PERP 4.0000%,purchase,2025-06-18,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,136,GENERAL MTRS FINL CO INC PER 6.5000%,purchase,2025-06-18,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,137,"ROMULUS MI CMNTY SCHS RFDG SER A B/E QSBLF 4.00% Due May 1, 2028",purchase,2026-01-16,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,138,"FRIONA TX INDPT SCH DIST BLDG B/E PSF GTD 5.00 % Due Feb 15, 2027",purchase,2025-12-03,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,139,"OHIO ST HIGH ED SER A B/E 5.00 % Due Feb 1, 2033",purchase,2025-12-03,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,140,"NEW HOPE CULTURAL ED FACS FIN CORP STDNT HSG REV CHF SER A B/E PTC 5.00% Due Apr 1, 2038",purchase,2026-01-16,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,141,GOLDMAN SACHS GROUP INC PERP 7.5000% 12/31/49,purchase,2025-06-18,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,142,"CINCINNATIOH ECON DEV REV JORDAN CROSSING A B/E OID 08/07.07.2.91% 2.75% Due Nov 1, 2028",purchase,2026-01-16,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,143,JPMORGAN CHASE & CO PERP NN 6.8750%,purchase,2025-06-18,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,144,"ARIZONA IDA NATL CHTR SCH REVLVG SR SOC EQUITABLE SCH SER A B/E 4.00 % Due Nov 1, 2026",purchase,2025-12-03,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,145,"COOPER GREEN MERCY HLTH SVCS AUTH AL REV SER A B/E 5.00% Due Sep 1, 2028",purchase,2026-01-16,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,146,"SILVER BOW CNTY MT SCH DIST 1 BUTTE SCH BLDG B/E 5.00 % Due Jul 1, 2026",purchase,2025-12-03,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,147,KEYCORP PERP JR GLBL -D 5.0000% 12/31/49,purchase,2025-06-18,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,148,"MAINE ST TPK AUTH REV B/E 5.00% Due Jul 1, 2028",purchase,2026-01-09,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
