source_file,row_no,raw_description,txn_type,txn_date,notified_over_30d,amount_min,amount_max,amount_bracket,owner,asset_type,source_note
ProPublica-Trump,149,"NORTHSIDE TX INDPT SCH DIST BLDG RFDG SER B PSF GTD B/E 3.45 % Due Aug 1, 2054",purchase,2025-12-03,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,150,"DALLAS TX HSG FIN CORP MLTIFAM REV MONDELLO APTS LLC B/E PTC 5.00 % Due Aug 1, 2027",purchase,2025-12-03,,15001,50000,"$15,001 - $50,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,151,KEYCORP PERP JR GLBL -D 5.0000% 12/31/49,purchase,2025-06-18,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,152,"OREGON HTLH SCI UNIV SER A REV B/E 5.00% Due Jul 1, 2028",purchase,2026-01-09,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,153,"BURLINGTON KS ENVNMTL IMPT REV RFDG EVERGY MET INC B/E 4.30 % Due Mar 1, 2045",purchase,2025-12-03,,15001,50000,"$15,001 - $50,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,154,"WEST VA ST HSP FIN AUTH HOSP REV RFDG WEST VA LTD HLTH SYS SER A B/E 5.00% Due Jun 1, 2028",purchase,2026-01-09,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,155,METLIFE INC PERP JR SB GLBL 3.8500%,purchase,2025-06-18,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,156,"OMAHA NE PWR PUB DIST SEPARATE ELEC REV SYS SER A B/E PTC 5.00% Due Feb 1, 2028",purchase,2026-01-09,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,157,"MIAMI DADE CNTY FL HSG FIN AUTH MLTIFAM REV FAIRFIELD RUNNING B/E 3.55 % Due Jan 1, 2027",purchase,2025-12-02,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,158,MORGAN STANLEY PERP JR GLBL 5.8750%,purchase,2025-06-18,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,159,"MANOR TX INDT PCH DIST SCH BLDG B/E 5.00% Due Aug 1, 2028",purchase,2026-01-09,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,160,"TANGIPAHOA PARISH LA REV RFDG AGM B/E B/Q 3.00 % Due Apr 1, 2027",purchase,2025-12-02,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,161,"KELLOGG MI CMNTY CLLG BLDG & SITE B/E B/Q 3.00 % Due Apr 1, 2027",purchase,2025-12-02,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,162,"MISSISSIPPI DEV BK SPL OBLIG NRTHEST MS CMNTY CLLG REV AGM B/E 4.00% Due Jul 1, 2028",purchase,2026-01-09,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,163,NATWEST GROUP PLC ALT TIER I 8.1250% 12/31/49,sale,2025-06-18,,250001,500000,"$250,001 - $500,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,164,"TOMBALL TX COMB TAX REV CTF OBLIG 2022 DB B/E 5.00 % Due Feb 15, 2027",purchase,2025-12-02,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,165,SEMPRA PERP SUB GLBL -C 4.8750%,purchase,2025-06-18,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,166,"COLORADO HLTH FACS AUTH REV INTERMTN HLTHCARE INC SER B B/E 5.00% Due May 15, 2028",purchase,2026-01-08,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,167,STATE STR CORP PERP GLBL -J 6.7000% 12/31/49,purchase,2025-06-18,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,168,"COLORADO HLTH FACS AUTH REV RFDG CHLDRNS HOSP CO PJ SER C B/E 5.00% Due Dec 1, 2028",purchase,2026-01-08,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,169,"KNOXVILLE TN CMNTY DEV CORP MLTIFAM REV HSG BLUEGRASS APT PJ B/E PTC 5.00 % Due Apr 1, 2028",purchase,2025-12-02,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,170,"WALLED LAKE MI CONS SCH DIST BLDG & SITE QSBLF B/E 4.00 % Due May 1, 2027",purchase,2025-12-02,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,171,"MOORESVILLE IN CONS SCH CORP B/E B/Q ST INTRCPT 5.00% Due Jul 15, 2028",purchase,2026-01-08,,15001,50000,"$15,001 - $50,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,172,TRUIST FINL CORP PERP -P BD 4.9500%,purchase,2025-06-18,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,173,US BANCORP TIER I PERP GLBL 3.7000%,purchase,2025-06-18,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,174,"DENVER CO CITY & CNTY ARPT REV SYS SER D B/E AMT 5.25 % Due Nov 15, 2026",purchase,2025-12-02,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,175,"CHESAPEAKE VA REDEV & HSG ALTH MLTI FAM HSG REV HUNTER PT APTS B/E 5.00% Due May 1, 2043",purchase,2026-01-08,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,176,"WILLOW PARK TX COMB TAX REV CTF OBLIG SER A DB B/E 5.00 % Due Feb 15, 2027",purchase,2025-12-02,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,177,WELLS FARGO & CO NEW - WFCpl,purchase,2025-06-18,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,178,"LYON CNTY KS UNI SCH DIST 253 EMPORIA B/E 4.00% Due Sep 1, 2028",purchase,2026-01-08,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,179,"KING CNTY WA SWR REV RFDG & IMPT SER B B/E 5.00% Due Jul 1, 2028",purchase,2026-01-08,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,180,SOCIETE GENERALE ALT TIER I 8.1250% 12/31/49,sale,2025-06-18,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,181,"BEAVERTON MI RURAL SCH BLDG & SITE B/E B/Q QSBLF OID@98.762 3.25 % Due May 1, 2027",purchase,2025-12-02,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,182,"LOWER COLORADO RIVER TX AUTH TRNSMSN CNTRCT REV RFDG SER A AGM B/E 5.00 % Due May 15, 2027",purchase,2025-12-02,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,183,BP CAP MKTS P L C PERP SUB 4.8750%,sale,2025-06-17,,250001,500000,"$250,001 - $500,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,184,"KENTUCKY ST PPTY & BLDGS COMM REV PJ 117 SER D B/E 5.00% Due May 1, 2028",purchase,2026-01-08,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,185,"DES MOINES IA SER A B/E SBJ ST TAX OID @98.965 3.45% 3.375 % Due Jun 1, 2034",purchase,2025-12-01,,15001,50000,"$15,001 - $50,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,186,"MISSOURI ST HLTH & EDL FACS ALTH BJC SYS SER B REV B/E 4.00% Due May 1, 2051",purchase,2026-01-07,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,187,BP CAP MKTS P L C PERP SUB G 6.4500%,sale,2025-06-17,,250001,500000,"$250,001 - $500,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,188,"BLACK BELT ENERGY GAS DIST AL GAS PREPAY REV PJ 5 SER A 1 B/E 4.00% Due Oct 1, 2049",purchase,2026-01-07,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,189,Fifth Third Bancorp 7.5938% 12/31/49,purchase,2025-05-16,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,190,"GARRETT KEYSER BUTLER IN CMNTY SCH DIST B/E B/Q CR ENH 5.00 % Due Jul 15, 2026",purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,191,"CORPUS CHRISTI TX UTIL SYS REV SR LIEN IMPT RFDG 2025 B/E CR ENH 5.00% Due Jul 15, 2028",purchase,2026-01-07,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,192,Fifth Third Bancorp 7.5938% 12/31/49,purchase,2025-05-16,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,193,"RHODE ISLAND HLTH & EDL BLDG CORP PUB SCHS FING PG REV SER G B/E CR ENH 5.00 % Due May 15, 2027",purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,194,PURCHASED 102000.00 PAR VALUE OF AIR LEASE CORP TIER I PERP G 4.6500% 12/31/49,purchase,2025-05-13,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,195,"CAPE GIRARDEAU CNTY MO INDL DEV AUTH HLTH CARE REV STHEST HLTH A B/E 5.00 % Due Mar 1, 2027",purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,196,"CONNECTICUT ST HLH & EDL FACS AUTH REV FAIRFIELD UNIV S BIE 5.00 % Due Jul 1, 2028",purchase,2026-01-07,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,197,PURCHASED 65000.00 PAR VALUE OF AMERICAN EXPRESS CO ALT TIER 3.5500%,purchase,2025-05-13,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,198,"CAPE ANN MA TRAN ALTH REV ANTIC NT BIE B/Q 4.25 % Due Jul 15, 2028",purchase,2026-01-07,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,199,"DALTON WHITFIELD CNTY GA JT DEV AUTH REV HAMILTON HLTHCARE SYS SER B B/E 5.00 % Due Aug 15, 2026",purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,200,"WASHINGTON ST HLTH CARE FACS AUTH VA MASON MED CTR REV B/E 5.00 % Due Aug 15, 2026",purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,201,PURCHASED 101000.00 PAR VALUE OF BP CAP MKTS P L C PERP SUB G 6.4500%,purchase,2025-05-13,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,202,"LAKE CNTY OH VARIOUD PURP IMPT NT BIE 3.75 % Due Sep 16, 2028",purchase,2026-01-07,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,203,"PROSPER TX INDPT SCH DIST BLDG SER B BIE PSF GTD 4.00 % Due Feb 15, 2050",purchase,2026-01-07,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,204,"KENTUCKY BD DEV CORP TRANSIENT ROOM TAX REV LEXINGTON CTR B B/E 5.00 % Due Sep 1, 2026",purchase,2025-12-01,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,205,BANK NEW YORK MELLON CORP PE 6.3000% 12/31/49,purchase,2025-05-13,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,206,HUNTINGTON BANCSHARES INC TI 5.6250% 12/31/49,purchase,2025-05-13,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,207,"HAMPTON ROADS SANTN DIST VA WSTWTR REV SUB SER A B/E 5.00 % Due Jul 15, 2026",purchase,2025-12-01,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,208,CONNECTICUT ST HEAL 5%42SYST HLH DUE 07/01/142XTRO ASSURED GUARANTY IN,purchase,2026-01-22,,1000001,5000000,"$1,000,001 - $5,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,209,SCHERTZ-CIBOLO-UNVL 5%34GO UTX DUE 02/01/34,purchase,2026-01-22,,1000001,5000000,"$1,000,001 - $5,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,210,"WASHBURN UNIV TOPEKA KS REV 2021 A 2 B/E CR ENH 4.00 % Due Jul 1, 2027",purchase,2025-12-01,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,211,DU PAGE CNTY ILL CM 4%42GO UTX DUE 01/15/142C0D,purchase,2026-01-13,,1000001,5000000,"$1,000,001 - $5,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,212,HUNTINGTON BANCSHARES INC TI 4.4500%,purchase,2025-05-13,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,213,"NORTH KNOX IN BLDG CORP 1ST MTG 2025 REV B/E B/Q ST INTRCPT 5.00 % Due Jul 15, 2027",purchase,2025-12-01,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,214,BANK OF AMERICA CORPORATION CONV PFD SER L7.250%,purchase,2026-01-30,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,215,"MISSISSINEWA IN MIDDLE SCH BLDG CORP PPTY TAX REV B/E ST INTRCPT 5.00 % Due Jul 15, 2027",purchase,2025-12-01,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,216,NORTHERN TR CORP ALT TIER I 4.6000% 12/31/49,purchase,2025-05-13,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,217,AIR LEASE CORP TIER I PERP G 4.6500% 12/31/49,purchase,2025-05-12,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,218,"NORTH DAVIESS IN REV SCH BLDG CORP AD VALORM PPTY 1ST B/E B/Q CR ENH 5.00 % Due Jul 15, 2027",purchase,2025-12-01,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,219,CAPITAL ONE FINL CORP PERP S 3.9500%,sale,2026-01-30,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,220,CITIZENS FINAL GROUP INC PERP 4.0000%,sale,2026-01-30,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,221,Bank of America Corporation,purchase,2025-05-12,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,222,"BLACKFORD CNTY IN SCH BLDG AD VAL PPTY TAX 1ST REV B/E ST INTRCPT 5.50 % Due Jan 15, 2027",purchase,2025-12-01,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,223,CAPITAL ONE FINL CORP PERP S 3.9500%,purchase,2025-05-12,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,224,Fifth 6.9802% 12/31/49,sale,2026-01-30,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,225,"COLORADO EDL & CULTURAL FACS AUTH REV UNIV DENVER NPFG B/E 5.25 % Due Mar 1, 2027",purchase,2025-12-01,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,226,KEYCORP DP SH PFD H DTD 08/24/22 RT 6.200%,purchase,2026-01-30,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,227,Fifth Third Bancorp 7.5938% 12/31/49,purchase,2025-05-12,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,228,"MANSON NTHWST WEBSTER IA CMNTY SCH DIST GENL OBLIG CAP LN AGI B/E B/Q 5.00 % Due Jun 1, 2026",purchase,2025-12-01,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,229,WELLS FARGO & CO NEW PERP PFD CNV A 7.50%,purchase,2026-01-30,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,230,GOLDMAN SACHS GROUP INC PERP 7.5000% 12/31/49,purchase,2025-05-12,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,231,"SOUTHWESTERN IN MLTI SCH BLDG AD VALOREM PPTY TAX 1ST MTG REV B/E B/Q 5.00 % Due Jul 15, 2027",purchase,2025-12-01,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,232,JPMORGAN CHASE & CO ALT TIER 3.6500% 12/31/49,purchase,2025-05-12,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,233,"BOULDER CO WTR & SWR REV B/E OID @98.591 3.35% 3.25 % Due Dec 1, 2034",purchase,2025-12-01,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,234,JPMORGAN CHASE & CO PERP NN 6.8750%,purchase,2025-05-12,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,235,BANK OF AMERICA CORPORATION CONV PFD SER L7.250%,purchase,2026-01-06,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,236,"DENVER CO CITY & CNTY WSTWTR MGMT DIV DEPT ENTRPS REV B/E 5.00 % Due Nov 1, 2026",purchase,2025-12-18,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,237,MORGAN STANLEY PERP JR GLBL 5.8750%,purchase,2025-05-12,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,238,COREBRIDGE FINL INC PERP A 6.8750% 12/31/49,purchase,2026-01-06,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,239,"KENTUCKY ST PPTY & BLDGS COMMN REV PU 133 A B/E 5.00 % Due Sep 1, 2026",purchase,2025-12-18,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,240,SCHWAB CHARLES CORP PERP SUB 4.0000%,purchase,2025-05-12,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,241,"JEFFERSON CNTY KY SCH DIST FIN CORP SCH BLDG REV SER A B/E 4.00 % Due Jun 1, 2026",purchase,2025-12-18,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,242,WELLS FARGO & CO NEW - STOCK,purchase,2026-01-06,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,243,"ALAMO HTS TX INDPT SCH DIST RFDG PSF GTD B/E 4.00 % Due Feb 1, 2026",purchase,2025-12-18,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,244,WELLS FARGO & CO PERP A BB N 3.9000% 12/31/49,purchase,2025-05-12,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,245,"FREMONT IN CMNTY SCH B/E B/Q ST INTRCPT 5.00 % Due Jul 15, 2026",purchase,2025-12-18,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
